,CountryCode,ShortName,GDP,Life expectancy,Enrollment primary education,Enrollment secondary education,Enrollment tertiary education,Renewable energy consumption,Fossil fuel energy consumption,Year,Education
65,BRN,Brunei,31453.2243965354,77.5982682926829,101.023597717285,100.67981719970699,17.6038494110107,0.015310751194419148,99.99560472933635,2010,219.3072643280027
66,BRN,Brunei,41787.0214028978,77.9323170731708,98.32408905029301,103.015167236328,19.722589492797894,0.0158307065371632,99.9956363279571,2011,221.0618457794189
67,BRN,Brunei,41807.6533410575,78.2525853658537,95.45850372314449,107.84619903564501,24.338689804077106,0.0147907958516751,99.9955731307156,2012,227.6433925628666
68,BTN,Bhutan,2201.2930777893603,67.8924146341463,110.489433288574,66.25247192382811,7.00696992874146,91.38449976190759,8.615500238092409,2010,183.74887514114357
69,BTN,Bhutan,2485.78705216849,68.3231951219512,112.17575836181601,69.6934432983398,8.74055957794189,89.9623125596346,10.037687440365403,2011,190.6097612380977
70,BTN,Bhutan,2452.15158793741,68.7229024390244,112.331871032715,73.9374694824219,9.4283103942871,90.6734061607711,9.326593839228906,2012,195.697650909424
71,BWA,Botswana,6244.00257387272,63.4022926829268,108.166519165039,97.35527928249293,16.9935894012451,24.1049180959398,66.3292822154581,2010,222.515387848777
72,BWA,Botswana,7504.850907448979,63.951609756097604,108.166519165039,97.35527928249293,17.907030105590803,24.5427801705814,64.7476932688676,2011,223.4288285531227
73,BWA,Botswana,6935.59365266593,64.22273170731711,108.166519165039,97.35527928249293,17.45030975341795,23.8516654375521,64.10676851293839,2012,222.97210820094986
74,CAF,Central African Republic,446.800204552837,47.6253170731707,93.7123489379883,17.984274864196752,2.6120400428772004,79.8106143056122,20.189385694387795,2010,114.30866384506224
75,CAF,Central African Republic,484.58321812200796,48.3504390243903,94.40875244140629,18.1766605377197,3.05465006828308,78.3746143693353,21.625385630664695,2011,115.64006304740907
76,CAF,Central African Republic,469.684287056822,49.105292682926795,95.2019271850585,17.791889190673803,2.840859889984129,79.09261433747375,20.907385662526252,2012,115.83467626571642
77,CAN,Canada,47463.631192364905,80.89348780487809,98.6534881591797,102.348159790039,64.05192222915778,20.6560972863199,74.3884977273915,2010,265.0535701783765
78,CAN,Canada,52086.53352462701,81.0683170731707,98.3009185791016,103.404747009277,64.05192222915777,20.6911805749275,73.5312242688377,2011,265.7575878175364
79,CAN,Canada,52733.473689010185,81.2380487804878,99.0966262817383,111.20378112792999,64.05192222915777,20.5987217759522,73.3954920199198,2012,274.35232963882606
80,CEB,Central Europe and the Baltics,12546.047643268,75.29534872880002,99.426902770996,96.52661895751949,65.63916015625,13.487770469698804,80.3034206030738,2010,261.5926818847655
81,CEB,Central Europe and the Baltics,13869.2476850388,75.93690749791459,99.19476318359379,97.2688522338867,64.4702987670898,13.613852465098699,80.2035807265998,2011,260.9339141845703
82,CEB,Central Europe and the Baltics,12981.647066105601,76.02213083516271,99.5027618408203,97.2472381591797,64.6060104370117,14.564339670452002,78.64887592432801,2012,261.3560104370117
83,CHE,Switzerland,74277.12051255669,82.24634146341471,102.515487670898,95.79712677001949,52.757228851318395,21.200906559005197,51.5655992428555,2010,251.06984329223587
84,CHE,Switzerland,88002.6095703805,82.6951219512195,102.86888885497999,96.18762969970699,54.33826828002921,21.310707841763602,50.4146823266065,2011,253.3947868347162
85,CHE,Switzerland,83208.68654235,82.6975609756098,102.794242858887,96.3063812255859,55.56190109252921,22.6829471706078,50.9328928838729,2012,254.6625251770021
86,CHL,Chile,12785.051874948502,80.2758048780488,102.234619140625,89.12035369873051,65.9344329833984,26.967397615020598,77.61830203050259,2010,257.2894058227539
87,CHL,Chile,14582.1705192521,80.5869756097561,101.505828857422,89.8653564453125,70.51934814453129,28.722085377659198,76.7094207834565,2011,261.8905334472658
88,CHL,Chile,15253.330825961999,80.89485365853659,101.21813201904301,89.01062774658199,74.391990661621,30.2726133007203,70.0294987422752,2012,264.620750427246
89,CHN,China,4514.9405201338,74.8850243902439,128.85510253906298,83.12876892089841,23.321529388427702,19.0791252999497,87.7723560713829,2010,235.3054008483891
90,CHN,China,5574.18709336902,75.042,127.949676513672,86.6121978759766,24.3284091949463,18.016482523578894,88.41866488647209,2011,238.8902835845949
91,CHN,China,6264.64387793993,75.199512195122,127.85205078125,88.97799682617192,26.7000007629395,18.362548391687,88.234699853205,2012,243.53004837036144
92,CIV,Côte d'Ivoire,1236.08519806872,50.1514634146342,92.0892028808594,52.92277546955331,8.35914993286133,75.4242067587347,22.7830064449964,2010,153.37112828327403
93,CIV,Côte d'Ivoire,1231.8678340517301,50.5172195121951,89.96019744873051,52.92277546955331,6.411530017852785,79.31484698330999,20.5662443281185,2011,149.2945029361366
94,CIV,Côte d'Ivoire,1281.38286516731,50.8633414634146,94.2182083129883,52.92277546955331,4.46391010284424,74.3988993949229,24.5310091482901,2012,151.60489388538585
95,CMR,Cameroon,1147.24234678519,53.6948292682927,106.038429260254,48.78318023681645,11.0224199295044,78.6042373329337,31.1639633691221,2010,165.84402942657485
96,CMR,Cameroon,1258.92465066853,54.1373658536585,105.73298645019501,47.1884918212891,11.906749725341802,78.44117950798899,27.569543832972602,2011,164.82822799682592
97,CMR,Cameroon,1222.19214220436,54.587512195122,110.615028381348,50.3778686523438,11.464584827423101,78.11013984318001,27.926525845689607,2012,172.4574818611149
98,COG,Congo,2953.1850078767493,59.1431219512195,111.16903686523399,53.66316986083979,9.71453475952147,50.14363781116121,45.2189345932452,2010,174.54674148559525
99,COG,Congo,3453.2212288564697,60.085170731707294,111.64981079101601,53.66316986083979,9.064629554748539,49.544628062836,48.3333899893069,2011,174.37761020660434
100,COG,Congo,3191.1642988109397,60.9239024390244,109.415809631348,53.66316986083979,10.3644399642944,48.1863066589929,47.92390359924401,2012,173.4434194564822
101,COL,Colombia,6250.65449979147,73.2778536585366,114.91374206542999,95.96434783935551,38.9917488098145,27.9315336623273,76.95310386804441,2010,249.8698387146
102,COL,Colombia,7227.770829556441,73.4548048780488,114.91374206542999,97.0625686645508,42.7413215637207,26.417741743692602,75.71843547803951,2011,254.71763229370148
103,COL,Colombia,7885.061292302141,73.63078048780491,114.91374206542999,92.8147430419922,45.0190315246582,26.2744366573836,75.5845145477952,2012,252.7475166320804
104,COM,Comoros,739.897790576235,61.830512195122004,106.16126251220699,97.35527928249293,6.3469099998474094,50.2037933798067,49.7962066201933,2010,209.86345179454733
105,COM,Comoros,790.568095579413,62.212756097561,106.16126251220699,97.35527928249293,8.95119953155518,46.849450137442204,53.150549862557796,2011,212.4677413262551
106,CPV,Cabo Verde,3393.92749190379,72.59790243902441,111.12950897216801,87.7602081298828,17.9768905639648,27.623550534186894,72.37644946581311,2010,216.86660766601562
107,CPV,Cabo Verde,3766.1116544232395,72.7095609756098,111.538772583008,90.4087295532227,20.6205997467041,21.2017319913292,78.7982680086708,2011,222.5681018829348
108,CPV,Cabo Verde,3497.69114086984,72.82821951219509,111.951400756836,92.73877716064449,20.6095504760742,24.412641262758047,75.58735873724196,2012,225.29972839355466
109,CRI,Costa Rica,7985.951035327321,78.73604878048779,109.458793640137,99.35968017578129,45.595603942871094,42.31266694385421,47.515024698768904,2010,254.4140777587894
110,CRI,Costa Rica,8963.68005199176,78.8901707317073,107.104507446289,101.106147766113,44.4502487182617,40.5023101876756,48.263918128152504,2011,252.6609039306637
111,CRI,Costa Rica,9733.39693054024,79.0535365853659,105.32769775390601,103.611976623535,46.7409591674805,38.6240329941807,47.82845245017921,2012,255.6806335449215
112,CSS,Caribbean small states,8699.510835444009,71.3849238773967,95.7360000610352,90.9215927124023,21.8479309082031,8.46895826369876,97.8990523592732,2010,208.5055236816406
113,CSS,Caribbean small states,9373.26121985724,71.5720628770668,96.3439407348633,91.07675170898442,21.697679519653306,9.461185822632087,97.7286444320038,2011,209.11837196350103
114,CSS,Caribbean small states,9586.92289361759,71.7435544225327,96.6515579223633,87.6915130615234,23.062129974365202,5.2394384460948,97.66924809547159,2012,207.4052009582519
115,CUB,Cuba,5688.66673216525,78.9356341463415,102.491050720215,89.23651123046879,95.0022811889648,17.301865431970903,88.77548254151242,2010,286.7298431396486
116,CUB,Cuba,6092.61390179952,79.039512195122,100.855628967285,89.9994964599609,80.2958526611328,19.5278621003757,86.7445848409268,2011,271.1509780883787
117,CUB,Cuba,6448.155635143199,79.1416097560976,99.3229598999023,90.2013702392578,62.451301574707,18.8740932571624,86.51515150183849,2012,251.9756317138671
118,CYP,Cyprus,30438.900194806094,79.3819512195122,101.62432861328101,91.44080352783199,48.311580657959006,6.3532230485388,95.3906538183929,2010,241.376712799072
119,CYP,Cyprus,31836.6195112171,79.571512195122,101.200538635254,92.82562255859379,46.539730072021506,7.41574686134132,94.89409483366569,2011,240.5658912658693
120,CYP,Cyprus,28868.273816164503,79.7622682926829,100.175346374512,95.2998504638672,45.863590240478494,8.36186119085652,94.18066654120192,2012,241.33878707885768
121,CZE,Czech Republic,19763.963798473702,77.42439024390251,105.752807617188,94.4999313354492,63.2122192382813,9.49242779015241,79.6752917186849,2010,263.4649581909185
122,CZE,Czech Republic,21656.9414181786,77.87317073170729,102.219581604004,96.01708221435551,64.583641052246,10.236926685531198,78.71749749664349,2011,262.8203048706055
123,CZE,Czech Republic,19640.928659703797,78.07560975609759,100.358413696289,96.5520477294922,64.1733779907227,10.9261400017188,76.74858692023591,2012,261.0838394165039
124,DEU,Germany,41788.0447853084,79.9878048780488,101.51911926269501,101.563522338867,64.05192222915777,10.604494570737598,79.38258800126441,2010,267.1345638307198
125,DEU,Germany,45936.081259852304,80.7414634146342,100.760879516602,101.721298217773,64.05192222915778,11.5781786333815,80.2619025303659,2011,266.53409996353275
126,DEU,Germany,44010.9313869814,80.8926829268293,100.460411071777,101.266403198242,64.05192222915777,12.384080025671699,80.4054027396733,2012,265.7787364991768
127,DJI,Djibouti,1358.46050004911,60.3606829268293,68.48190307617189,41.775548934936495,3.4069700241088903,34.4333386851789,65.56666131482109,2010,113.66442203521727
128,DJI,Djibouti,1472.01420497368,60.850560975609795,67.42501831054689,39.7239189147949,4.91984987258911,34.4441895634032,65.5558104365968,2011,112.06878709793091
129,DJI,Djibouti,1586.78013328429,61.2959756097561,69.53878784179689,43.8271789550781,4.163409948349001,34.438764124291055,65.56123587570895,2012,117.52937674522398
130,DNK,Denmark,57647.668762065,79.1,99.5539932250977,119.50733184814501,73.5818099975585,21.2844587578086,78.27421767139249,2010,292.6431350708012
131,DNK,Denmark,61304.0612046553,79.8,100.80246734619101,122.80119323730499,76.8011474609375,23.952307126784,74.790271898714,2011,300.4048080444335
132,DNK,Denmark,57636.1253095393,80.05121951219509,101.266723632813,124.65927124023399,79.5976333618164,27.563600720041,70.6381501087633,2012,305.5236282348634
133,DOM,Dominican Republic,5441.96574879171,72.7498048780488,106.990333557129,75.45050048828129,46.3773612976074,13.308403217469099,89.52041927039909,2010,228.8181953430177
134,DOM,Dominican Republic,5820.396299625971,72.94529268292679,105.455062866211,75.1019287109375,46.3773612976074,13.201628082430199,89.66665313304871,2011,226.9343528747559
135,DOM,Dominican Republic,5967.0009840552,73.1353170731707,102.63899230957001,75.9074401855469,46.3773612976074,13.192353574874,89.43299088537407,2012,224.9237937927243
136,DZA,Algeria,4473.48644568115,73.80404878048779,113.322723388672,95.39151000976558,28.7582492828369,0.257181978405563,99.8479387243765,2010,237.47248268127447
137,DZA,Algeria,5447.4039755656895,74.07,115.48494720459,97.60729217529301,30.275470733642607,0.17993919704811898,99.8875680890448,2011,243.36771011352562
138,DZA,Algeria,5583.61615950131,74.32409756097559,117.40773773193399,96.4994010925293,31.4641094207764,0.190373797304754,99.8600160655137,2012,245.37124824523968
139,EAP,East Asia & Pacific (developing only),3980.06881538386,73.1884378044482,118.945510864258,78.6811599731445,24.3546295166016,21.6221779189952,85.1187986261969,2010,221.9813003540041
140,EAP,East Asia & Pacific (developing only),4828.51441819376,73.346098770343,118.31153106689501,81.2937088012695,25.602319717407198,20.7808696077444,85.7416038034309,2011,225.20755958557172
141,EAP,East Asia & Pacific (developing only),5346.8108203547,73.5034056080703,118.205276489258,83.01361083984379,27.764009475707997,20.8694981370519,85.6795687810726,2012,228.9828968048098
142,EAS,East Asia & Pacific (all income levels),7550.87816592932,74.1318895358278,117.593803405762,80.4391632080078,27.3637199401855,17.8363666539024,84.854078615622,2010,225.3966865539553
143,EAS,East Asia & Pacific (all income levels),8685.16186317834,74.26716887602021,117.066200256348,82.935417175293,28.712099075317397,17.3721339281465,86.29969017644041,2011,228.7137165069584
144,EAS,East Asia & Pacific (all income levels),9241.17803473271,74.44456990860641,116.968032836914,84.6550369262695,30.875080108642607,17.5802666493755,86.73035520968959,2012,232.49814987182612
145,ECA,Europe & Central Asia (developing only),5949.917297212492,71.5643786926977,99.31967163085942,92.100242614746,47.914791107177706,9.903065010734027,86.76750035215728,2010,239.33470535278312
146,ECA,Europe & Central Asia (developing only),6616.604326311441,71.95186151177991,99.2621383666992,93.63500213623051,49.05509948730471,8.81604026101828,87.56726196474398,2011,241.95223999023443
147,ECA,Europe & Central Asia (developing only),6719.63403432164,72.2071262579513,98.7173080444335,93.1581802368164,51.6298217773438,9.10675804075376,87.22967639024903,2012,243.5053100585937
148,ECS,Europe & Central Asia (all income levels),23416.3128251682,75.846929030925,101.97020721435499,98.21056365966801,61.1079788208008,10.6771845697135,80.36395417642791,2010,261.28874969482376
149,ECS,Europe & Central Asia (all income levels),25681.2204329769,76.38335085151641,101.790702819824,99.0292205810547,62.1665115356445,10.666039863691301,80.3054301571528,2011,262.9864349365232
150,ECS,Europe & Central Asia (all income levels),24589.6006482957,76.5693678777299,101.57521820068399,99.26651000976558,63.1270904541016,11.3429435120193,79.87294946530321,2012,263.9688186645512
151,ECU,Ecuador,4657.30173745799,75.02980487804881,114.280830383301,85.19097900390629,40.514320373535206,11.929304634258001,89.57949574768091,2010,239.9861297607425
152,ECU,Ecuador,5223.3775749014285,75.2264390243903,114.70378112792999,85.11724853515629,40.514320373535206,13.2200206810377,88.2757994431629,2011,240.3353500366215
153,ECU,Ecuador,5702.168287893771,75.433,113.55574798584,86.84072875976558,40.514320373535206,13.373407137408199,88.31464021482391,2012,240.9107971191408
154,EGY,Egypt,2668.03598826159,70.3402926829268,112.26042175292999,75.8625793457031,33.4680595397949,5.67095665934992,96.310822041005,2010,221.591060638428
155,EGY,Egypt,2816.66694347778,70.5333170731707,108.62066650390601,85.553352355957,28.7532005310059,5.518388318635041,96.46974120305859,2011,222.92721939086888
156,EGY,Egypt,3068.1938834546004,70.7291463414634,113.42067718505899,86.3003692626953,30.056020736694304,5.4994256110512,96.3716620249797,2012,229.7770671844486
157,EMU,Euro area,37602.5619138783,80.74824622433609,104.553909301758,106.848419189453,64.80557250976561,12.5685279533874,73.0302480087043,2010,276.2079010009766
158,EMU,Euro area,40429.6680873436,81.3030711843089,103.821189880371,107.632362365723,66.719970703125,12.994308992216,72.263192042825,2011,278.173522949219
159,EMU,Euro area,37586.5934899906,81.3121195418788,102.995147705078,107.60382080078101,67.3510284423828,14.1219701799378,71.6599937127914,2012,277.9499969482418
160,ERI,Eritrea,451.426692978846,61.46614634146339,97.79136321123909,52.922775469553315,2.03361010551453,81.2465788707768,21.970131452233602,2010,152.74774878630694
161,ERI,Eritrea,544.462431141676,62.0693658536585,97.79136321123909,52.922775469553315,2.03361010551453,80.7803657418306,21.682701839697,2011,152.74774878630694
162,ESP,Spain,30737.832270838506,81.62682926829271,105.478340148926,124.63086700439501,78.0862808227539,14.403389265798197,76.0791913211814,2010,308.1954879760749
163,ESP,Spain,31832.2380807085,82.4756097560976,104.356430053711,128.51477050781298,82.6155471801758,14.749767075397699,76.58020659014142,2011,315.4867477416998
164,ESP,Spain,28647.835242689198,82.4268292682927,102.91455078125,130.806716918945,84.56585693359379,15.7452779323123,75.02599055544191,2012,318.2871246337888
165,EST,Estonia,14641.403144374199,75.4292682926829,98.4494781494141,109.11431884765601,71.65113830566409,25.1298836575445,20.574857771559106,2010,279.2149353027342
166,EST,Estonia,17453.7537611724,76.2292682926829,97.6579437255859,109.3740234375,74.705451965332,24.9835412164041,18.877978115761106,2011,281.73741912841786
167,EST,Estonia,17490.9931300409,76.3268292682927,98.10784912109379,107.062240600586,76.68409729003909,24.9085515162449,19.559749384490896,2012,281.85418701171886
168,EUU,European Union,33594.9711318351,79.7259224519391,103.89005279541,104.689033508301,64.607177734375,12.572331212831301,75.13567576760809,2010,273.186264038086
169,EUU,European Union,36244.4395516841,80.2996943439496,103.392036437988,104.262138366699,65.6714401245117,13.0818638664884,74.23311898164509,2011,273.3256149291987
170,EUU,European Union,34147.481949065696,80.3137194650473,103.21012878417999,104.09265899658199,66.17327880859379,14.1364932003583,73.4010229450847,2012,273.47606658935575
171,FCS,Fragile and conflict affected situations,1378.9216024848404,60.6539816994586,99.1433792114258,45.3895492553711,11.3857097625732,48.6031764877715,64.1102114825457,2010,155.91863822937012
172,FCS,Fragile and conflict affected situations,1429.73581027645,61.041033331129896,100.27307891845699,46.1726684570313,11.497200012207001,49.337752404035705,61.5754737025847,2011,157.94294738769528
173,FCS,Fragile and conflict affected situations,1603.8500804889902,61.4139366591297,102.36418151855499,46.8828201293945,11.582389831542999,44.8634448209425,62.438785606089,2012,160.8293914794925
174,FIN,Finland,46205.16601118549,79.87073170731709,99.0603713989258,107.199562072754,94.05499267578129,33.517270330549,48.95682348953179,2010,300.3149261474611
